Y,X,Capacity Source,Short Name,Movement,State,Smoothed Occupancy (%),Smoothed Total Flow (veh/h),System,
-37.797379,145.122441,Upper Limit,14045 WB P1,Freeway MVT on Eastern Fwy WB between Station St (tram Rd) Off Ramp (ib) & Elgar Rd On Ramp (ib),OK,14.50,5388.16,VicRoads Production,
-37.806863,145.210142,Measured,214074OB_L,Freeway MVT on Eastlink EB between Eastlink On Ramp & Eastlink Off Ramp,OK,14.33,4967.71,VicRoads Production,
-37.803961,145.202649,Upper Limit,214076OB_L,Freeway MVT on Eastlink EB between Eastlink On Ramp & Eastlink Off Ramp,OK,15.51,4750.58,VicRoads Production,
-37.800742,145.195246,Upper Limit,214078OB_L,Freeway MVT on Eastlink EB between Eastlink On Ramp & Eastlink Off Ramp,OK,15.94,4621.80,VicRoads Production,
-37.801104,145.187359,Upper Limit,214080OB_L,Freeway MVT on Eastlink EB between Eastlink On Ramp & Eastlink Off Ramp,OK,17.12,4743.02,VicRoads Production,
-37.803792,145.178313,Upper Limit,214072OB_L,Freeway MVT on Eastlink EB between Springvale Rd Eastern Fwy & Eastlink On Ramp,OK,11.97,4187.12,VicRoads Production,
-37.810502,145.213195,Measured,214081IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp & Eastlink On Ramp 2,OK,11.19,3344.53,VicRoads Production,
-37.811179,145.213823,Upper Limit,214083IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp & Eastlink On Ramp 2,OK,11.71,2837.54,VicRoads Production,
-37.813796,145.215709,Measured,214085IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp & Eastlink On Ramp 2,OK,9.58,2909.63,VicRoads Production,
-37.820735,145.21707,Measured,214087IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp & Eastlink On Ramp 2,OK,8.79,2885.55,VicRoads Production,
-37.842808,145.217353,Upper Limit,214097IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp & Eastlink On Ramp 4,OK,13.36,5320.55,VicRoads Production,
-37.850235,145.215699,Upper Limit,214099IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp & Eastlink On Ramp 4,OK,14.06,5072.66,VicRoads Production,
-37.857452,145.212799,Upper Limit,214103IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp & Eastlink On Ramp 6,OK,13.74,5474.00,VicRoads Production,
-37.864793,145.211158,Upper Limit,214105IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp & Eastlink On Ramp 6,OK,15.60,4946.73,VicRoads Production,
-37.873477,145.211675,Upper Limit,214109IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp & Eastlink On Ramp Eastlink 4,OK,15.85,4913.79,VicRoads Production,
-37.879709,145.213405,Upper Limit,214111IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp & Eastlink On Ramp Eastlink 4,OK,14.71,5606.83,VicRoads Production,
-37.828157,145.217314,Upper Limit,214091IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp 5 & Eastlink On Ramp Eastlink 2,OK,15.56,4765.07,VicRoads Production,
-37.900161,145.214698,Upper Limit,214121IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp 12 & Eastlink On Ramp 9,OK,29.08,4873.08,VicRoads Production,
-37.906105,145.215525,Upper Limit,214123IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp 12 & Eastlink On Ramp 9,OK,35.00,4680.95,VicRoads Production,
-38.066689,145.182345,Upper Limit,214189IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp 22 & Eastlink On Ramp 18,OK,6.79,1773.84,VicRoads Production,
-38.073678,145.180934,Upper Limit,214191IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp 22 & Eastlink On Ramp 18,OK,7.22,1863.97,VicRoads Production,
-38.008249,145.189116,Measured,214167IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp 23 & Eastlink On Ramp 19,OK,10.83,3707.48,VicRoads Production,
-38.015535,145.187381,Upper Limit,214169IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp 23 & Eastlink On Ramp 19,OK,6.59,1962.19,VicRoads Production,
-37.99826,145.19153,Upper Limit,214163IB_L,Freeway MVT on Eastlink NB between Eastlink Off Ramp 24 & Eastlink On Ramp 20,OK,10.07,3792.57,VicRoads Production,
-37.836406,145.217413,Upper Limit,214093IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp & Eastlink Off Ramp 5,OK,12.70,4836.04,VicRoads Production,
-37.839776,145.217454,Upper Limit,214095IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp & Eastlink Off Ramp 5,OK,15.86,5666.21,VicRoads Production,
-37.853749,145.21434,Upper Limit,214101IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp & Eastlink Off Ramp 7,OK,15.86,5962.28,VicRoads Production,
-37.867748,145.211164,Upper Limit,214107IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp & Eastlink Off Ramp 9,OK,15.49,5931.70,VicRoads Production,
-37.825459,145.217281,Measured,214089IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp & Eastlink Off Ramp Eastlink 2,OK,11.00,5140.07,VicRoads Production,
-37.893156,145.214613,Upper Limit,214117IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 9 & Eastlink Off Ramp 10,OK,18.77,5857.57,VicRoads Production,
-37.897665,145.214583,Upper Limit,214119IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 9 & Eastlink Off Ramp 10,OK,21.42,5732.44,VicRoads Production,
-37.88272,145.214339,Upper Limit,214113IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 9 & Eastlink Off Ramp 10,OK,16.21,6000.57,VicRoads Production,
-37.886573,145.214668,Upper Limit,214115IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 9 & Eastlink Off Ramp 10,OK,17.02,5971.25,VicRoads Production,
-38.065838,145.182475,Upper Limit,214171IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 18 & Eastlink Off Ramp 23,OK,5.83,2194.01,VicRoads Production,
-38.065838,145.182475,Upper Limit,214173IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 18 & Eastlink Off Ramp 23,OK,5.96,2203.12,VicRoads Production,
-38.020789,145.187603,Upper Limit,214175IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 18 & Eastlink Off Ramp 23,OK,6.04,2122.69,VicRoads Production,
-38.030413,145.189691,Upper Limit,214177IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 18 & Eastlink Off Ramp 23,OK,5.84,2065.33,VicRoads Production,
-38.03677,145.188524,Upper Limit,214179IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 18 & Eastlink Off Ramp 23,OK,6.47,1947.21,VicRoads Production,
-38.041383,145.187253,Upper Limit,214181IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 18 & Eastlink Off Ramp 23,OK,6.47,2184.78,VicRoads Production,
-38.049159,145.185675,Upper Limit,214183IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 18 & Eastlink Off Ramp 23,OK,6.03,2120.54,VicRoads Production,
-38.055697,145.184385,Upper Limit,214185IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 18 & Eastlink Off Ramp 23,OK,6.27,1934.49,VicRoads Production,
-38.060974,145.183347,Upper Limit,214187IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 18 & Eastlink Off Ramp 23,OK,6.58,2179.00,VicRoads Production,
-37.989174,145.192429,Upper Limit,214159IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 20 & Eastlink On Ramp Eastlink 6,OK,12.17,4664.38,VicRoads Production,
-37.994564,145.191566,Upper Limit,214161IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 20 & Eastlink On Ramp Eastlink 6,OK,12.70,4604.33,VicRoads Production,
-37.911666,145.215903,Upper Limit,214125IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 22 & Eastlink Off Ramp 12,OK,33.81,4637.54,VicRoads Production,
-37.914776,145.21572,Upper Limit,214127IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 22 & Eastlink Off Ramp 12,OK,27.49,4961.42,VicRoads Production,
-37.918737,145.215069,Upper Limit,214129IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp 22 & Eastlink Off Ramp 12,OK,26.90,5276.06,VicRoads Production,
-37.97399,145.193514,Upper Limit,214153IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp Eastlink 6 & Eastlink Off Ramp Eastlink 9,OK,16.13,5001.92,VicRoads Production,
-37.978339,145.192709,Upper Limit,214155IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp Eastlink 6 & Eastlink Off Ramp Eastlink 9,OK,14.32,5445.37,VicRoads Production,
-37.983101,145.192908,Upper Limit,214157IB_L,Freeway MVT on Eastlink NB between Eastlink On Ramp Eastlink 6 & Eastlink Off Ramp Eastlink 9,OK,14.68,5458.05,VicRoads Production,
-37.934754,145.208274,Upper Limit,214137IB_L,Freeway MVT on Eastlink NB between Monash Fwy Off Ramp Police Rd & Eastlink On Ramp Eastlink 7,OK,36.95,5051.60,VicRoads Production,
-38.095151,145.147976,Upper Limit,214203IB_L,Freeway MVT on Eastlink NEB between Eastlink Ib Prior To Onramp & Eastlink Lathams On Ramp Nb,OK,4.11,1024.39,VicRoads Production,
-38.094292,145.149178,Upper Limit,214201IB_L,Freeway MVT on Eastlink NEB between Eastlink Lathams On Ramp Nb & Mornington Peninsula Fwy On Ramp,OK,4.04,1057.23,VicRoads Production,
-37.922554,145.214036,Upper Limit,214131IB_L,Freeway MVT on Eastlink NEB between Eastlink Off Ramp 25 & Eastlink On Ramp 22,OK,30.32,4550.75,VicRoads Production,
-37.961819,145.198214,Upper Limit,214147IB_L,Freeway MVT on Eastlink NEB between Eastlink Off Ramp Eastlink 9 & Eastlink On Ramp 21,OK,12.64,5665.36,VicRoads Production,
-37.963496,145.1968,Upper Limit,214149IB_L,Freeway MVT on Eastlink NEB between Eastlink Off Ramp Eastlink 9 & Eastlink On Ramp 21,OK,14.46,5301.57,VicRoads Production,
-37.97124,145.194022,Upper Limit,214151IB_L,Freeway MVT on Eastlink NEB between Eastlink Off Ramp Eastlink 9 & Eastlink On Ramp 21,OK,14.40,5121.15,VicRoads Production,
-37.966412,145.195073,Upper Limit,214162OB_L,Freeway MVT on Eastlink NEB between Eastlink Off Ramp Eastlink 9 & Eastlink On Ramp 21,OK,10.47,4129.52,VicRoads Production,
-37.964795,145.195859,Upper Limit,214192OB_L,Freeway MVT on Eastlink NEB between Eastlink Off Ramp Eastlink 9 & Eastlink On Ramp 21,OK,23.47,3680.80,VicRoads Production,
-37.956283,145.2021,Upper Limit,214145IB_L,Freeway MVT on Eastlink NEB between Eastlink On Ramp 21 & Eastlink Off Ramp 13,OK,11.72,5875.16,VicRoads Production,
-37.932435,145.209282,Upper Limit,214135IB_L,Freeway MVT on Eastlink NEB between Eastlink On Ramp Eastlink 7 & Eastlink Off Ramp 25,OK,38.90,5724.00,VicRoads Production,
-38.080621,145.17799,Upper Limit,214195IB_L,Freeway MVT on Eastlink NEB between Mornington Peninsula Fwy On Ramp & Eastlink Thompson Rd Off Ramp,OK,7.41,1969.43,VicRoads Production,
-38.074826,145.18065,Upper Limit,214197IB_L,Freeway MVT on Eastlink NEB between Mornington Peninsula Fwy On Ramp & Eastlink Thompson Rd Off Ramp,OK,7.81,1968.53,VicRoads Production,
-38.088509,145.162401,Upper Limit,214199IB_L,Freeway MVT on Eastlink NEB between Mornington Peninsula Fwy On Ramp & Eastlink Thompson Rd Off Ramp,OK,8.23,2054.28,VicRoads Production,
-38.099369,145.143116,Measured,214205IB_L,Freeway MVT on Eastlink NEB between Peninsula Link Nb & Eastlink Ib Prior To Onramp,OK,3.52,821.94,VicRoads Production,
-37.950641,145.203679,Upper Limit,214143IB_E,Freeway MVT on Eastlink Off Ramp NB between Eastlink Eastlink Off Ramp 13 & Eastlink Eastlink Off Ra,OK,10.32,2424.12,VicRoads Production,
-37.951001,145.203631,Upper Limit,1416X_E_P0,Freeway MVT on Eastlink Off Ramp NB between Eastlink Eastlink Off Ramp 13 & Eastlink Eastlink Off Ra,OK,8.16,2299.64,VicRoads Production,
-37.950947,145.203638,Upper Limit,1416X_E_P1,Freeway MVT on Eastlink Off Ramp NB between Eastlink Eastlink Off Ramp 13 & Eastlink Eastlink Off Ra,OK,8.20,2287.22,VicRoads Production,
-37.943833,145.202026,Upper Limit,1416M_P0,Freeway MVT on Eastlink Off Ramp NWB between Eastlink Ib Onramp (nb) Split & Eastlink Offramp To Mon,Fault,5.93,2055.97,VicRoads Production,
-37.944048,145.202235,Upper Limit,1416EL_P0,Freeway MVT on Eastlink Off Ramp NWB between Eastlink Ib Onramp (nb) Split & Eastlink Offramp To Mon,OK,8.93,2130.68,VicRoads Production,
-37.943791,145.201985,Upper Limit,1416M_P1,Freeway MVT on Eastlink Off Ramp NWB between Eastlink Ib Onramp (nb) Split & Eastlink Offramp To Mon,OK,7.34,2712.35,VicRoads Production,
-37.944005,145.202193,Upper Limit,1416EL_P1,Freeway MVT on Eastlink Off Ramp NWB between Eastlink Ib Onramp (nb) Split & Eastlink Offramp To Mon,OK,8.07,2130.99,VicRoads Production,
-37.93921,145.207307,Upper Limit,1407X_E_P0,Freeway MVT on Eastlink Off Ramp SB between Eastlink Monash Fwy Eb Off Ramp & Eastlink Monash Fwy Sp,Failed,,,VicRoads Production,
-37.939263,145.207299,Upper Limit,1407X_E_P1,Freeway MVT on Eastlink Off Ramp SB between Eastlink Monash Fwy Eb Off Ramp & Eastlink Monash Fwy Sp,Failed,,,VicRoads Production,
-37.93921,145.207307,Upper Limit,214140OB_E,Freeway MVT on Eastlink Off Ramp SB between Eastlink Monash Fwy Eb Off Ramp & Eastlink Monash Fwy Sp,OK,10.94,2466.86,VicRoads Production,
-37.942719,145.206725,Upper Limit,1407EL_P0,Freeway MVT on Eastlink Off Ramp SB between Eastlink Monash Fwy Split Sb & Eastlink Onramp To Monash,OK,8.21,1881.99,VicRoads Production,
-37.942773,145.206722,Upper Limit,1407EL_P1,Freeway MVT on Eastlink Off Ramp SB between Eastlink Monash Fwy Split Sb & Eastlink Onramp To Monash,OK,8.25,1869.46,VicRoads Production,
-37.944614,145.206686,Upper Limit,1407M_P0,Freeway MVT on Eastlink Off Ramp SEB between Eastlink Onramp To Monash Ob Expand 2 To 4 Lanes & East,OK,6.01,1893.60,VicRoads Production,
-37.94464,145.206692,Measured,1407M_P1,Freeway MVT on Eastlink Off Ramp SEB between Eastlink Onramp To Monash Ob Expand 2 To 4 Lanes & East,OK,5.77,1855.37,VicRoads Production,
-37.942804,145.206667,Upper Limit,1416ER_P0,Freeway MVT on Eastlink Off-ramp SB between Eastlink Monash Fwy Split Sb & Eastlink Offramp ,OK,4.68,563.77,VicRoads Production,
-37.942856,145.206653,Measured,1416ER_P1,Freeway MVT on Eastlink Off-ramp SB between Eastlink Monash Fwy Split Sb & Eastlink Offramp ,OK,8.21,523.89,VicRoads Production,
-37.813843,145.216048,Measured,214086OB_L,Freeway MVT on Eastlink SB between East Link Temp & Eastlink On Ramp 11,OK,9.48,3058.37,VicRoads Production,
-37.939202,145.207262,Upper Limit,214140OB_L,Freeway MVT on Eastlink SB between Eastlink Monash Fwy Eb Off Ramp & Monash Fwy On Ramp Sb,OK,8.00,3007.80,VicRoads Production,
-37.94533,145.205481,Upper Limit,214142OB_L,Freeway MVT on Eastlink SB between Eastlink Monash Fwy Eb Off Ramp & Monash Fwy On Ramp Sb,OK,7.63,3043.08,VicRoads Production,
-37.950805,145.204064,Measured,214144OB_L,Freeway MVT on Eastlink SB between Eastlink Monash Fwy Eb Off Ramp & Monash Fwy On Ramp Sb,OK,7.43,2912.86,VicRoads Production,
-37.850235,145.216078,Upper Limit,214100OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp 6 & Eastlink On Ramp 5,OK,11.60,4484.20,VicRoads Production,
-37.857973,145.213019,Upper Limit,214104OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp 8 & Eastlink On Ramp 7,OK,11.95,4560.13,VicRoads Production,
-37.865012,145.211469,Upper Limit,214106OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp 8 & Eastlink On Ramp 7,OK,12.53,4301.44,VicRoads Production,
-37.899824,145.215012,Upper Limit,214122OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp 11 & Eastlink On Ramp 10,OK,12.60,4785.33,VicRoads Production,
-37.906119,145.215911,Upper Limit,214124OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp 11 & Eastlink On Ramp 10,OK,12.96,4545.66,VicRoads Production,
-37.934856,145.208588,Upper Limit,214138OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp 17 & Eastlink Off Ramp Police Rd,OK,12.25,5373.40,VicRoads Production,
-37.989183,145.192805,Upper Limit,214160OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp 18 & Eastlink Off Ramp 19,OK,10.49,4137.88,VicRoads Production,
-38.004491,145.190711,Upper Limit,214166OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp 19 & Eastlink On Ramp 14,Fault,0.00,0.00,VicRoads Production,
-37.99822,145.191901,Upper Limit,214164OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp 19 & Eastlink On Ramp 14,OK,10.03,3850.62,VicRoads Production,
-37.99822,145.191901,Measured,214165IB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp 19 & Eastlink On Ramp 14,OK,9.35,3855.42,VicRoads Production,
-38.008077,145.189537,Measured,214168OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp 20 & Eastlink On Ramp 15,OK,8.94,4415.30,VicRoads Production,
-38.01549,145.187742,Upper Limit,214170OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp 20 & Eastlink On Ramp 15,OK,10.02,3912.12,VicRoads Production,
-37.835998,145.217759,Upper Limit,214094OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp Eastlink 4 & Eastlink On Ramp Eastlink 3,OK,10.68,4182.41,VicRoads Production,
-37.872403,145.211852,Upper Limit,214110OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp Eastlink 5 & Eastlink On Ramp 8,OK,13.20,4529.13,VicRoads Production,
-37.87996,145.213841,Upper Limit,214112OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp Eastlink 5 & Eastlink On Ramp 8,OK,12.41,4910.35,VicRoads Production,
-38.066715,145.182731,Upper Limit,214190OB_L,Freeway MVT on Eastlink SB between Eastlink Off Ramp Eastlink 8 & Eastlink On Ramp 16,OK,25.15,3662.69,VicRoads Production,
-37.823452,145.21757,Upper Limit,214088OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp & Eastlink Off Ramp Eastlink 4,OK,11.71,3824.01,VicRoads Production,
-37.825476,145.21761,Measured,214090OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp & Eastlink Off Ramp Eastlink 4,OK,10.27,4291.94,VicRoads Production,
-37.821877,145.217537,Measured,214092OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp & Eastlink Off Ramp Eastlink 4,OK,10.62,4169.58,VicRoads Production,
-37.853813,145.214656,Upper Limit,214102OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 5 & Eastlink Off Ramp 8,OK,13.89,5243.79,VicRoads Production,
-37.867678,145.211497,Upper Limit,214108OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 7 & Eastlink Off Ramp Eastlink 5,OK,14.02,5236.82,VicRoads Production,
-37.886821,145.215004,Upper Limit,214118OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 8 & Eastlink Off Ramp 11,OK,13.92,5419.67,VicRoads Production,
-37.897553,145.214927,Upper Limit,214120OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 8 & Eastlink Off Ramp 11,OK,13.93,5442.95,VicRoads Production,
-37.882657,145.21465,Upper Limit,214114OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 8 & Eastlink Off Ramp 11,OK,14.21,5328.88,VicRoads Production,
-37.886596,145.215006,Upper Limit,214116OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 8 & Eastlink Off Ramp 11,OK,13.60,5316.90,VicRoads Production,
-37.91169,145.216292,Upper Limit,214126OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 10 & Eastlink Off Ramp 16,OK,15.43,5173.71,VicRoads Production,
-37.914889,145.216084,Upper Limit,214128OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 10 & Eastlink Off Ramp 16,OK,14.86,4940.62,VicRoads Production,
-37.918765,145.215454,Upper Limit,214130OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 10 & Eastlink Off Ramp 16,OK,15.17,5047.94,VicRoads Production,
-37.974157,145.193819,Upper Limit,214154OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 13 & Eastlink Off Ramp 18,OK,12.79,4467.28,VicRoads Production,
-37.978656,145.193087,Upper Limit,214156OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 13 & Eastlink Off Ramp 18,OK,11.50,4668.79,VicRoads Production,
-37.983154,145.193324,Upper Limit,214158OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 13 & Eastlink Off Ramp 18,OK,11.77,4533.95,VicRoads Production,
-38.01955,145.187704,Upper Limit,214172OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 15 & Eastlink Off Ramp Eastlink 8,OK,10.41,4338.74,VicRoads Production,
-38.03075,145.190053,Upper Limit,214174OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 15 & Eastlink Off Ramp Eastlink 8,OK,16.34,4307.20,VicRoads Production,
-38.031816,145.189966,Upper Limit,214176OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 15 & Eastlink Off Ramp Eastlink 8,OK,30.23,4561.50,VicRoads Production,
-38.035211,145.189342,Upper Limit,214178OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 15 & Eastlink Off Ramp Eastlink 8,OK,26.62,4856.81,VicRoads Production,
-38.037013,145.188853,Upper Limit,214180OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 15 & Eastlink Off Ramp Eastlink 8,OK,27.84,4681.44,VicRoads Production,
-38.041625,145.187548,Upper Limit,214182OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 15 & Eastlink Off Ramp Eastlink 8,OK,24.47,4921.72,VicRoads Production,
-38.054005,145.185096,Upper Limit,214184OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 15 & Eastlink Off Ramp Eastlink 8,OK,25.19,4825.51,VicRoads Production,
-38.016424,145.187608,Upper Limit,214186OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 15 & Eastlink Off Ramp Eastlink 8,OK,24.61,4801.37,VicRoads Production,
-38.016424,145.187608,Upper Limit,214188OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp 15 & Eastlink Off Ramp Eastlink 8,OK,23.74,4711.17,VicRoads Production,
-37.83973,145.217788,Upper Limit,214096OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp Eastlink 3 & Eastlink Off Ramp 6,OK,13.26,4992.77,VicRoads Production,
-37.836268,145.217766,Upper Limit,214098OB_L,Freeway MVT on Eastlink SB between Eastlink On Ramp Eastlink 3 & Eastlink Off Ramp 6,OK,11.22,4472.64,VicRoads Production,
-37.810334,145.213466,Measured,214082OB_L,Freeway MVT on Eastlink SEB between Eastlink Off Ramp & East Link Temp,OK,10.83,3363.50,VicRoads Production,
-37.811074,145.214095,Measured,214084OB_L,Freeway MVT on Eastlink SEB between Eastlink Off Ramp & East Link Temp,OK,9.51,4312.17,VicRoads Production,
-38.09768,145.145139,Measured,214206OB_L,Freeway MVT on Eastlink SWB between Eastlink Ob Nr Mornington Pen Onramp & Peninsula Link Sb,OK,10.31,1495.66,VicRoads Production,
-37.922487,145.214472,Upper Limit,214132OB_L,Freeway MVT on Eastlink SWB between Eastlink Off Ramp 16 & Eastlink On Ramp 12,OK,14.82,5418.04,VicRoads Production,
-37.9286,145.211785,Upper Limit,214134OB_L,Freeway MVT on Eastlink SWB between Eastlink Off Ramp 16 & Eastlink On Ramp 12,OK,15.56,5433.25,VicRoads Production,
-37.961974,145.198487,Upper Limit,214148OB_L,Freeway MVT on Eastlink SWB between Eastlink Off Ramp Eastlink 7 & Eastlink On Ramp 13,OK,10.07,4050.97,VicRoads Production,
-37.963582,145.197137,Measured,214150OB_L,Freeway MVT on Eastlink SWB between Eastlink Off Ramp Eastlink 7 & Eastlink On Ramp 13,OK,10.52,4126.29,VicRoads Production,
-37.971132,145.194383,Upper Limit,214152OB_L,Freeway MVT on Eastlink SWB between Eastlink Off Ramp Eastlink 7 & Eastlink On Ramp 13,OK,10.95,4019.09,VicRoads Production,
-37.932597,145.20956,Upper Limit,214136OB_L,Freeway MVT on Eastlink SWB between Eastlink On Ramp 12 & Eastlink Off Ramp 17,OK,12.63,5999.04,VicRoads Production,
-38.09321,145.151348,Measured,214204OB_L,Freeway MVT on Eastlink SWB between Eastlink Peninsula Off Ramp & Eastlink Ob Nr Mornington Pen,OK,6.77,1771.06,VicRoads Production,
-38.084022,145.174766,Upper Limit,214196OB_L,Freeway MVT on Eastlink SWB between Eastlink Thompson Rd On Ramp Sb & Eastlink Off Ramp Mornington P,OK,19.45,4424.11,VicRoads Production,
-38.085077,145.172979,Upper Limit,214198OB_L,Freeway MVT on Eastlink SWB between Eastlink Thompson Rd On Ramp Sb & Eastlink Off Ramp Mornington P,OK,19.42,4569.59,VicRoads Production,
-38.087528,145.16625,Upper Limit,214200OB_L,Freeway MVT on Eastlink SWB between Eastlink Thompson Rd On Ramp Sb & Eastlink Off Ramp Mornington P,OK,21.07,4482.59,VicRoads Production,
-37.956201,145.202542,Upper Limit,214146OB_L,Freeway MVT on Eastlink SWB between Monash Fwy On Ramp Sb & Eastlink Princes Hwy Off Ramp Sb,OK,8.87,4335.93,VicRoads Production,
-37.803991,145.178313,Measured,214071IB_L,Freeway MVT on Eastlink WB between Eastlink Off Ramp & Eastern Fwy Springvale Rd,OK,9.54,4093.05,VicRoads Production,
-38.088977,145.161799,Measured,214202OB_L,Freeway MVT on Eastlink WB between Eastlink Off Ramp Mornington Peninsula Link On Ramp Sb & Eastlink,OK,9.12,2369.39,VicRoads Production,
-37.806908,145.209815,Upper Limit,214073IB_L,Freeway MVT on Eastlink WB between Eastlink On Ramp & Eastlink Off Ramp,OK,9.39,4579.40,VicRoads Production,
-37.804136,145.202284,Measured,214075IB_L,Freeway MVT on Eastlink WB between Eastlink On Ramp & Eastlink Off Ramp,OK,10.50,4577.96,VicRoads Production,
-37.800871,145.19491,Upper Limit,214077IB_L,Freeway MVT on Eastlink WB between Eastlink On Ramp & Eastlink Off Ramp,OK,15.85,4553.73,VicRoads Production,
-37.801452,145.187071,Upper Limit,214079IB_L,Freeway MVT on Eastlink WB between Eastlink On Ramp & Eastlink Off Ramp,OK,15.00,4583.07,VicRoads Production,
-38.089303,145.149276,Upper Limit,264001IB_N,Freeway MVT on Frankston Fwy NEB between Eastlink Peninsula Link Nb & Mornington Peninsula Fwy (nb) ,OK,5.97,833.01,VicRoads Production,
-37.728795,144.861628,Measured,2539M2_F_P0,Freeway MVT on Keilor Park Dr Off Ramp (OB) (from Calder),Failed,,,VicRoads Production,
-37.728803,144.861561,Measured,2539M2_F_P1,Freeway MVT on Keilor Park Dr Off Ramp (OB) (from Calder),Failed,,,VicRoads Production,
