Y,X,Capacity Source,Short Name,Movement,State,Smoothed Occupancy (%),Smoothed Total Flow (veh/h),System,
-37.825233,144.829434,Upper Limit,2541EL_P0,"Combined Entry MVT on Grieve Pde, West Gate Fwy North Ramps, Grieve Pde Byp Start EB between Grieve ",OK,11.39,665.14,VicRoads Production,
-37.825234,144.829502,Upper Limit,2541EL_P1,"Combined Entry MVT on Grieve Pde, West Gate Fwy North Ramps, Grieve Pde Byp Start EB between Grieve ",OK,9.17,679.85,VicRoads Production,
-37.732708,144.881846,Measured,1917EL_P0,Combined Entry MVT on Keilor Rd WB between Keilor Rd And Coinston Ave & Mcnamara Ave Calder Fwy Nort,OK,4.03,344.74,VicRoads Production,
-37.732701,144.881781,Measured,1917EL_P1,Combined Entry MVT on Keilor Rd WB between Keilor Rd And Coinston Ave & Mcnamara Ave Calder Fwy Nort,OK,4.01,344.93,VicRoads Production,
-37.732571,144.881337,Measured,1917M0_P0,Combined Entry MVT on Keilor Rd WB between Keilor Rd And Coinston Ave & Mcnamara Ave Calder Fwy Nort,OK,3.55,291.83,VicRoads Production,
-37.732541,144.88129,Measured,1917M0_P1,Combined Entry MVT on Keilor Rd WB between Keilor Rd And Coinston Ave & Mcnamara Ave Calder Fwy Nort,OK,3.14,257.54,VicRoads Production,
-37.73238,144.880801,Measured,1917M1_P0,Combined Entry MVT on Keilor Rd WB between Keilor Rd And Coinston Ave & Mcnamara Ave Calder Fwy Nort,OK,3.82,115.36,VicRoads Production,
-37.73237,144.880735,Measured,1917M1_P1,Combined Entry MVT on Keilor Rd WB between Keilor Rd And Coinston Ave & Mcnamara Ave Calder Fwy Nort,OK,3.64,114.69,VicRoads Production,
-37.731597,144.880734,Measured,1917ER_P0,Combined Entry MVT on Mcnamara Ave SB between Mcnamara Ave And Overs St & Calder Fwy North Ramps,OK,2.89,231.63,VicRoads Production,
-37.731651,144.880728,Measured,1917ER_P1,Combined Entry MVT on Mcnamara Ave SB between Mcnamara Ave And Overs St & Calder Fwy North Ramps,OK,2.87,234.63,VicRoads Production,
-37.731866,144.880704,Measured,1917M2_P0,Combined Entry MVT on Mcnamara Ave SB between Mcnamara Ave And Overs St & Calder Fwy North Ramps,OK,3.47,231.64,VicRoads Production,
-37.731919,144.880697,Measured,1917M2_P1,Combined Entry MVT on Mcnamara Ave SB between Mcnamara Ave And Overs St & Calder Fwy North Ramps,OK,3.88,251.66,VicRoads Production,
-37.732225,144.88067,Measured,1917M3_P0,Combined Entry MVT on Mcnamara Ave SB between Mcnamara Ave And Overs St & Calder Fwy North Ramps,OK,11.78,341.09,VicRoads Production,
-37.732276,144.880689,Measured,1917M3_P1,Combined Entry MVT on Mcnamara Ave SB between Mcnamara Ave And Overs St & Calder Fwy North Ramps,OK,18.22,329.68,VicRoads Production,
-38.026253,145.246161,Upper Limit,1135EL_P0,Combined Entry MVT on South Gippsland Fwy On Ramp NB between Pound Rd & Pound Rd Byp Start,Failed,,,VicRoads Production,
-38.026253,145.246161,Upper Limit,1135ER_P0,Combined Entry MVT on South Gippsland Fwy On Ramp NB between Pound Rd & Pound Rd Byp Start,Failed,,,VicRoads Production,
-38.026199,145.246149,Upper Limit,1135EL_P1,Combined Entry MVT on South Gippsland Fwy On Ramp NB between Pound Rd & Pound Rd Byp Start,Failed,,,VicRoads Production,
-38.026199,145.246149,Upper Limit,1135ER_P1,Combined Entry MVT on South Gippsland Fwy On Ramp NB between Pound Rd & Pound Rd Byp Start,Failed,,,VicRoads Production,
-38.003519,145.250862,Upper Limit,1136EL_P0,Combined Entry MVT on South Gippsland Fwy On Ramp NEB between Princes Hwy East South Gippsland Fwy W,Fault,6.53,950.87,VicRoads Production,
-38.003495,145.250922,Upper Limit,1136EL_P1,Combined Entry MVT on South Gippsland Fwy On Ramp NEB between Princes Hwy East South Gippsland Fwy W,OK,5.70,748.51,VicRoads Production,
-37.82437,144.84951,Measured,2542EL_P0,Combined Entry MVT on West Gate Fwy On Ramp EB between Millers Rd And West Gate Fwy North Ramps & Mi,Failed,,,VicRoads Production,
-37.824371,144.849651,Measured,2542EL_P1,Combined Entry MVT on West Gate Fwy On Ramp EB between Millers Rd And West Gate Fwy North Ramps & Mi,Failed,,,VicRoads Production,
-37.825305,144.830715,,7857IB_N_P0,"Combined Merge MVT on Grieve Pde Byp End, West Gate Fwy And Grieve Pde On Ramp (ib) EB between Griev",Unknown,,,VicRoads Production,
-37.825309,144.830783,,7857IB_N_P1,"Combined Merge MVT on Grieve Pde Byp End, West Gate Fwy And Grieve Pde On Ramp (ib) EB between Griev",Unknown,,,VicRoads Production,
-37.824435,144.852447,,7853IB_N_P0,Combined Merge MVT on West Gate Fwy On Ramp EB between Millers Rd Ib Byp End & West Gate Fwy And Mil,Unknown,,,VicRoads Production,
-37.824437,144.852504,,7853IB_N_P1,Combined Merge MVT on West Gate Fwy On Ramp EB between Millers Rd Ib Byp End & West Gate Fwy And Mil,Unknown,,,VicRoads Production,
-37.737244,144.931275,Upper Limit,1454EL_P0,Freeway MVT on Bell St On Ramp WB before Pascoe Vale Rd Connection,OK,10.28,1115.30,VicRoads Production,
-37.737223,144.931212,Upper Limit,1454EL_P1,Freeway MVT on Bell St On Ramp WB before Pascoe Vale Rd Connection,OK,8.82,1822.97,VicRoads Production,
-37.736401,144.928763,Upper Limit,1454M_P0,Freeway MVT on Bell St On Ramp WB before Pascoe Vale Rd Connection,OK,9.84,1815.05,VicRoads Production,
-37.73638,144.928699,Measured,1454M_P1,Freeway MVT on Bell St On Ramp WB before Pascoe Vale Rd Connection,OK,18.67,1666.09,VicRoads Production,
-37.733971,144.895276,Upper Limit,MMS 14502EBc,"Freeway MVT on Buller Rd Exit, Calder Fwy, Tullamarine Fwy Join (ib) EB between Buller Rd Exit & Cal",Failed,,,VicRoads Production,
-37.735018,144.894947,,14352OB_L1P0,Freeway MVT on Calder Fwy Bulla Rd On Ramp (ob),Unknown,,,VicRoads Production,
-37.735012,144.894879,,14352OB_L1P1,Freeway MVT on Calder Fwy Bulla Rd On Ramp (ob),Unknown,,,VicRoads Production,
-37.731234,144.877014,Measured,14642IB_L_P0,Freeway MVT on Calder Fwy EB between Fullarton Rd On Ramp (ib) & Mcnamara Rd Off Ramp (ib),OK,6.41,3449.99,VicRoads Production,
-37.731256,144.877076,Upper Limit,14642IB_L_P1,Freeway MVT on Calder Fwy EB between Fullarton Rd On Ramp (ib) & Mcnamara Rd Off Ramp (ib),OK,10.49,3313.56,VicRoads Production,
-37.724391,144.845585,Lower Limit,MMS 14509 EB,Freeway MVT on Calder Fwy EB between Keilor Park Dr Off Ramp (ib) & Keilor Park Dr On Ramp (ib),Failed,,,VicRoads Production,
-37.725976,144.85166,Upper Limit,14508IB_L,Freeway MVT on Calder Fwy EB between Keilor Park Dr Off Ramp (ib) & Keilor Park Dr On Ramp (ib),Failed,,,VicRoads Production,
-37.725199,144.847608,Upper Limit,14520IB_L,Freeway MVT on Calder Fwy EB between Keilor Park Dr Off Ramp (ib) & Keilor Park Dr On Ramp (ib),Failed,,,VicRoads Production,
-37.726024,144.851707,Upper Limit,14508IB_L1,Freeway MVT on Calder Fwy EB between Keilor Park Dr Off Ramp (ib) & Keilor Park Dr On Ramp (ib),Failed,,,VicRoads Production,
-37.725114,144.847342,Upper Limit,14649IB_L_P0,Freeway MVT on Calder Fwy EB between Keilor Park Dr Off Ramp (ib) & Keilor Park Dr On Ramp (ib),Failed,,,VicRoads Production,
-37.725135,144.847405,Upper Limit,14649IB_L_P1,Freeway MVT on Calder Fwy EB between Keilor Park Dr Off Ramp (ib) & Keilor Park Dr On Ramp (ib),Failed,,,VicRoads Production,
-37.726195,144.853599,Upper Limit,14647IB_L_P0,Freeway MVT on Calder Fwy EB between Keilor Park Dr Off Ramp (ib) & Keilor Park Dr On Ramp (ib),OK,5.90,2304.77,VicRoads Production,
-37.7262,144.853666,Upper Limit,14647IB_L_P1,Freeway MVT on Calder Fwy EB between Keilor Park Dr Off Ramp (ib) & Keilor Park Dr On Ramp (ib),OK,5.93,2312.07,VicRoads Production,
-37.725518,144.848736,Upper Limit,14672IB_L_P0,Freeway MVT on Calder Fwy EB between Keilor Park Dr Off Ramp (ib) & Keilor Park Dr On Ramp (ib),OK,5.74,2339.80,VicRoads Production,
-37.725534,144.848801,Upper Limit,14672IB_L_P1,Freeway MVT on Calder Fwy EB between Keilor Park Dr Off Ramp (ib) & Keilor Park Dr On Ramp (ib),OK,5.81,2347.17,VicRoads Production,
-37.726834,144.857704,Measured,14671IB_L_P0,Freeway MVT on Calder Fwy EB between Keilor Park Dr On Ramp (ib) & Western Ring Rd Off Ramp (ib),OK,5.98,2784.12,VicRoads Production,
-37.726846,144.857771,Measured,14671IB_L_P1,Freeway MVT on Calder Fwy EB between Keilor Park Dr On Ramp (ib) & Western Ring Rd Off Ramp (ib),OK,6.05,2783.56,VicRoads Production,
-37.733413,144.883396,Upper Limit,14503IB_L,Freeway MVT on Calder Fwy EB between Mcnamara Rd Off Ramp (ib) & Mcnamara Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.732316,144.879816,Upper Limit,14504IB_L,Freeway MVT on Calder Fwy EB between Mcnamara Rd Off Ramp (ib) & Mcnamara Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.732794,144.881132,Upper Limit,14639IB_L_P0,Freeway MVT on Calder Fwy EB between Mcnamara Rd Off Ramp (ib) & Mcnamara Rd On Ramp (ib),OK,8.61,2863.59,VicRoads Production,
-37.732813,144.881195,Upper Limit,14639IB_L_P1,Freeway MVT on Calder Fwy EB between Mcnamara Rd Off Ramp (ib) & Mcnamara Rd On Ramp (ib),OK,8.65,2868.83,VicRoads Production,
-37.733761,144.885071,Upper Limit,14638IB_L_P0,Freeway MVT on Calder Fwy EB between Mcnamara Rd On Ramp (ib) & Bulla Rd Off Ramp (ib),OK,9.51,3073.58,VicRoads Production,
-37.733772,144.885137,Upper Limit,14638IB_L_P1,Freeway MVT on Calder Fwy EB between Mcnamara Rd On Ramp (ib) & Bulla Rd Off Ramp (ib),OK,9.43,3086.65,VicRoads Production,
-37.72805,144.863729,Measured,14506IB_L,Freeway MVT on Calder Fwy EB between Western Ring Rd Off Ramp (ib) & Western Ring Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.727218,144.859657,Upper Limit,14507IB_LP0,Freeway MVT on Calder Fwy EB between Western Ring Rd Off Ramp (ib) & Western Ring Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.727232,144.859722,Measured,14507IB_LP1,Freeway MVT on Calder Fwy EB between Western Ring Rd Off Ramp (ib) & Western Ring Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.72718,144.859469,Measured,14646IB_L_P0,Freeway MVT on Calder Fwy EB between Western Ring Rd Off Ramp (ib) & Western Ring Rd On Ramp (ib),Fault,5.36,1994.46,VicRoads Production,
-37.728256,144.864753,Measured,14645IB_L_P0,Freeway MVT on Calder Fwy EB between Western Ring Rd Off Ramp (ib) & Western Ring Rd On Ramp (ib),Fault,4.90,1998.22,VicRoads Production,
-37.728269,144.86482,Measured,14645IB_L_P1,Freeway MVT on Calder Fwy EB between Western Ring Rd Off Ramp (ib) & Western Ring Rd On Ramp (ib),Fault,3.40,1601.09,VicRoads Production,
-37.727193,144.859536,Measured,14646IB_L_P1,Freeway MVT on Calder Fwy EB between Western Ring Rd Off Ramp (ib) & Western Ring Rd On Ramp (ib),OK,4.94,1812.30,VicRoads Production,
-37.729879,144.872414,Measured,14505IB_L,Freeway MVT on Calder Fwy EB between Western Ring Rd On Ramp (ib) & Fullarton Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.729278,144.869825,Measured,14644IB_L_P1,Freeway MVT on Calder Fwy EB between Western Ring Rd On Ramp (ib) & Fullarton Rd On Ramp (ib),Fault,5.47,3120.54,VicRoads Production,
-37.729939,144.872654,Measured,14643IB_L_P0,Freeway MVT on Calder Fwy EB between Western Ring Rd On Ramp (ib) & Fullarton Rd On Ramp (ib),OK,5.20,3026.08,VicRoads Production,
-37.729955,144.872719,Measured,14643IB_L_P1,Freeway MVT on Calder Fwy EB between Western Ring Rd On Ramp (ib) & Fullarton Rd On Ramp (ib),OK,5.21,3026.74,VicRoads Production,
-37.729264,144.86976,Measured,14644IB_L_P0,Freeway MVT on Calder Fwy EB between Western Ring Rd On Ramp (ib) & Fullarton Rd On Ramp (ib),OK,5.36,2945.97,VicRoads Production,
-37.708668,144.821321,Upper Limit,14514OB_L,Freeway MVT on Calder Fwy NWB between Green Gully Rd Off Ramp (ob) & Melton Hwy Off Ramp (ob),Failed,,,VicRoads Production,
-37.707794,144.819486,Upper Limit,14516OB_L,Freeway MVT on Calder Fwy NWB between Green Gully Rd Off Ramp (ob) & Melton Hwy Off Ramp (ob),Failed,,,VicRoads Production,
-37.708643,144.821261,Upper Limit,14514OB_L1,Freeway MVT on Calder Fwy NWB between Green Gully Rd Off Ramp (ob) & Melton Hwy Off Ramp (ob),Failed,,,VicRoads Production,
-37.713456,144.832864,Upper Limit,14512OB_L,Freeway MVT on Calder Fwy NWB between Green Gully Rd Off Ramp (ob) & Melton Hwy Off Ramp (ob),OK,7.59,6004.91,VicRoads Production,
-37.711382,144.828529,Upper Limit,14513OB_L,Freeway MVT on Calder Fwy NWB between Green Gully Rd Off Ramp (ob) & Melton Hwy Off Ramp (ob),OK,8.57,5996.54,VicRoads Production,
-37.720563,144.840307,Upper Limit,14510OB_L,Freeway MVT on Calder Fwy NWB between Keilor Park Dr On Ramp (ob) & Green Gully Rd Off Ramp (ob),Failed,,,VicRoads Production,
-37.718242,144.838153,Measured,14511OB_P0,Freeway MVT on Calder Fwy NWB between Keilor Park Dr On Ramp (ob) & Green Gully Rd Off Ramp (ob),Failed,,,VicRoads Production,
-37.718198,144.838112,Measured,14511OB_L_P1,Freeway MVT on Calder Fwy NWB between Keilor Park Dr On Ramp (ob) & Green Gully Rd Off Ramp (ob),Failed,,,VicRoads Production,
-37.703436,144.813177,Upper Limit,14515OB_L,Freeway MVT on Calder Fwy NWB between Melton Hwy Off Ramp (ob) & Sunshine Ave,Failed,,,VicRoads Production,
-37.699096,144.807275,Upper Limit,14517OB_L,Freeway MVT on Calder Fwy NWB between Melton Hwy Off Ramp (ob) & Sunshine Ave,Failed,,,VicRoads Production,
-37.699059,144.807225,Upper Limit,14517OB_L1,Freeway MVT on Calder Fwy NWB between Melton Hwy Off Ramp (ob) & Sunshine Ave,Failed,,,VicRoads Production,
-37.697178,144.804309,Upper Limit,14518OB_L,Freeway MVT on Calder Fwy NWB between Melton Hwy Off Ramp (ob) & Sunshine Ave,OK,6.02,3439.80,VicRoads Production,
-37.688302,144.790596,Measured,14662IB_L_P1,Freeway MVT on Calder Fwy SEB between Calder Fwy Ib Robertsons Rd & Calder Fwy On Ramp,Fault,1.71,644.59,VicRoads Production,
-37.688268,144.790543,Measured,14662IB_L_P0,Freeway MVT on Calder Fwy SEB between Calder Fwy Ib Robertsons Rd & Calder Fwy On Ramp,OK,3.78,1038.39,VicRoads Production,
-37.703595,144.81392,Upper Limit,14515IB_L,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),Failed,,,VicRoads Production,
-37.698893,144.807521,Upper Limit,14517IB_L1,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),Failed,,,VicRoads Production,
-37.696858,144.804359,Upper Limit,14518IB_L,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),Failed,,,VicRoads Production,
-37.69893,144.807571,Upper Limit,14517IB_L,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),Failed,,,VicRoads Production,
-37.690975,144.794889,Upper Limit,14661IB_L_P0,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),Failed,,,VicRoads Production,
-37.691009,144.794943,Upper Limit,14661IB_L_P1,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),Failed,,,VicRoads Production,
-37.706397,144.817745,Upper Limit,14655IB_L_P1,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),Fault,5.93,1727.83,VicRoads Production,
-37.700683,144.809964,Upper Limit,14657IB_L_P1,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),Fault,2.37,836.71,VicRoads Production,
-37.697519,144.805411,Upper Limit,14659IB_L_P1,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),Fault,5.53,1732.37,VicRoads Production,
-37.706361,144.817694,Upper Limit,14655IB_L_P0,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),OK,2.54,459.26,VicRoads Production,
-37.700647,144.809914,Upper Limit,14657IB_L_P0,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),OK,4.83,1303.71,VicRoads Production,
-37.69993,144.808937,Upper Limit,14658IB_L_P0,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),OK,5.02,1273.78,VicRoads Production,
-37.699967,144.808987,Upper Limit,14658IB_L_P1,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),OK,4.99,1273.68,VicRoads Production,
-37.697485,144.805358,Upper Limit,14659IB_L_P0,Freeway MVT on Calder Fwy SEB between Calder Fwy On Ramp & Melton Hwy On Ramp (ib),OK,4.67,1250.00,VicRoads Production,
-37.720466,144.840678,Upper Limit,14510IB_L,Freeway MVT on Calder Fwy SEB between Green Gully Rd On Ramp (ib) & Keilor Park Dr Off Ramp (ib),Failed,,,VicRoads Production,
-37.718179,144.838544,Upper Limit,14511IB_P0,Freeway MVT on Calder Fwy SEB between Green Gully Rd On Ramp (ib) & Keilor Park Dr Off Ramp (ib),Failed,,,VicRoads Production,
-37.718224,144.838586,Upper Limit,14511IB_L_P1,Freeway MVT on Calder Fwy SEB between Green Gully Rd On Ramp (ib) & Keilor Park Dr Off Ramp (ib),Failed,,,VicRoads Production,
-37.718894,144.839208,Upper Limit,14651IB_L_P1,Freeway MVT on Calder Fwy SEB between Green Gully Rd On Ramp (ib) & Keilor Park Dr Off Ramp (ib),OK,18.74,154.58,VicRoads Production,
-37.71885,144.839167,Upper Limit,14651IB_L_P0,Freeway MVT on Calder Fwy SEB between Green Gully Rd On Ramp (ib) & Keilor Park Dr Off Ramp (ib),OK,38.33,46.91,VicRoads Production,
-37.722372,144.842536,Upper Limit,14650IB_L_P0,Freeway MVT on Calder Fwy SEB between Green Gully Rd On Ramp (ib) & Keilor Park Dr Off Ramp (ib),OK,7.86,2873.51,VicRoads Production,
-37.722412,144.84258,Upper Limit,14650IB_L_P1,Freeway MVT on Calder Fwy SEB between Green Gully Rd On Ramp (ib) & Keilor Park Dr Off Ramp (ib),OK,7.86,2879.98,VicRoads Production,
-37.715563,144.836063,Upper Limit,14652IB_L_P0,Freeway MVT on Calder Fwy SEB between Green Gully Rd On Ramp (ib) & Keilor Park Dr Off Ramp (ib),OK,9.24,2276.54,VicRoads Production,
-37.715605,144.836106,Upper Limit,14652IB_L_P1,Freeway MVT on Calder Fwy SEB between Green Gully Rd On Ramp (ib) & Keilor Park Dr Off Ramp (ib),OK,9.46,2300.01,VicRoads Production,
-37.713269,144.833155,Measured,14512IB_L,Freeway MVT on Calder Fwy SEB between Melton Hwy On Ramp (ib) & Green Gully Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.710925,144.828186,Upper Limit,14513IB_L,Freeway MVT on Calder Fwy SEB between Melton Hwy On Ramp (ib) & Green Gully Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.708568,144.821922,Upper Limit,14514IB_L,Freeway MVT on Calder Fwy SEB between Melton Hwy On Ramp (ib) & Green Gully Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.707344,144.819278,Upper Limit,14516IB_L,Freeway MVT on Calder Fwy SEB between Melton Hwy On Ramp (ib) & Green Gully Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.708593,144.821982,Upper Limit,14514IB_L1,Freeway MVT on Calder Fwy SEB between Melton Hwy On Ramp (ib) & Green Gully Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.710606,144.827337,Upper Limit,14653IB_L,Freeway MVT on Calder Fwy SEB between Melton Hwy On Ramp (ib) & Green Gully Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.712917,144.832561,Upper Limit,14673IB_L_P0,Freeway MVT on Calder Fwy SEB between Melton Hwy On Ramp (ib) & Green Gully Rd On Ramp (ib),OK,9.57,2396.45,VicRoads Production,
-37.71295,144.832617,Upper Limit,14673IB_L_P1,Freeway MVT on Calder Fwy SEB between Melton Hwy On Ramp (ib) & Green Gully Rd On Ramp (ib),OK,9.41,2400.42,VicRoads Production,
-37.709245,144.823697,Upper Limit,14654IB_L_P0,Freeway MVT on Calder Fwy SEB between Melton Hwy On Ramp (ib) & Green Gully Rd On Ramp (ib),OK,5.79,2320.54,VicRoads Production,
-37.709268,144.823758,Upper Limit,14654IB_L_P1,Freeway MVT on Calder Fwy SEB between Melton Hwy On Ramp (ib) & Green Gully Rd On Ramp (ib),OK,5.88,2312.14,VicRoads Production,
-37.734348,144.889186,Measured,14519OB_L,Freeway MVT on Calder Fwy WB between Bulla Rd On Ramp (ob) & Mcnamara Rd Off Ramp (ob),OK,4.33,1512.73,VicRoads Production,
-37.730058,144.872387,Measured,14522OB_L,Freeway MVT on Calder Fwy WB between Fullarton Rd Off Ramp (ob) & Western Ring Rd Off Ramp (ob),Fault,6.12,5358.21,VicRoads Production,
-37.73358,144.883395,Upper Limit,14503OB_L,Freeway MVT on Calder Fwy WB between Mcnamara Rd Off Ramp (ob) & Mcnamara Rd On Ramp (ob),Failed,,,VicRoads Production,
-37.731827,144.878073,Upper Limit,14504OB_L,Freeway MVT on Calder Fwy WB between Mcnamara Rd On Ramp (ob) & Fullarton Rd Off Ramp (ob),Failed,,,VicRoads Production,
-37.734799,144.893466,Upper Limit,MMS 7743 WB,Freeway MVT on Calder Fwy WB between Tullamarine Fwy Split (ob) & Bulla Rd On Ramp (ob),Failed,,,VicRoads Production,
-37.734799,144.893466,Upper Limit,MMS 7743 En,Freeway MVT on Calder Fwy WB between Tullamarine Fwy Split (ob) & Bulla Rd On Ramp (ob),Failed,,,VicRoads Production,
-37.734799,144.893466,Upper Limit,MMS 7743 Ex,Freeway MVT on Calder Fwy WB between Tullamarine Fwy Split (ob) & Bulla Rd On Ramp (ob),Failed,,,VicRoads Production,
-37.734908,144.896474,,14354OB_L,Freeway MVT on Calder Fwy WB between Tullamarine Fwy Split (ob) & Bulla Rd On Ramp (ob),Unknown,,,VicRoads Production,
-37.728119,144.862939,Measured,14521OB_L,Freeway MVT on Calder Fwy WB between Western Ring Rd Off Ramp (ob) & Western Ring Rd On Ramp (ob),Failed,,,VicRoads Production,
-37.726723,144.856055,Upper Limit,14507OB_LP0,Freeway MVT on Calder Fwy WB between Western Ring Rd Off Ramp (ob) & Western Ring Rd On Ramp (ob),Fault,38.94,3526.70,VicRoads Production,
-37.726719,144.855958,Measured,14507OB_LP1,Freeway MVT on Calder Fwy WB between Western Ring Rd Off Ramp (ob) & Western Ring Rd On Ramp (ob),Fault,41.00,3526.70,VicRoads Production,
-37.725704,144.84819,Upper Limit,14508OB_L,Freeway MVT on Calder Fwy WB between Western Ring Rd On Ramp (ob) & Keilor Park Dr On Ramp (ob),Failed,,,VicRoads Production,
-37.725688,144.848138,Measured,14508OB_L1,Freeway MVT on Calder Fwy WB between Western Ring Rd On Ramp (ob) & Keilor Park Dr On Ramp (ob),Failed,,,VicRoads Production,
-37.724814,144.845759,Lower Limit,MMS 14509 WB,Freeway MVT on Calder Fwy WB between Western Ring Rd On Ramp (ob) & Keilor Park Dr On Ramp (ob),OK,6.66,1521.45,VicRoads Production,
-37.72856,144.863148,Upper Limit,14521OB_E,Freeway MVT on Calder Fwy WB to Western Ring Rd SB Connector (before split),Failed,,,VicRoads Production,
-37.72872,144.862106,Measured,2539M1_E_P0,Freeway MVT on Calder Fwy WB to Western Ring Rd SB Connector (before split),Failed,,,VicRoads Production,
-37.728734,144.862041,Upper Limit,2539M1_P1,Freeway MVT on Calder Fwy WB to Western Ring Rd SB Connector (before split),Failed,,,VicRoads Production,
-37.728734,144.862041,Measured,2539M1_E_P1,Freeway MVT on Calder Fwy WB to Western Ring Rd SB Connector (before split),Failed,,,VicRoads Production,
-37.72872,144.862106,Upper Limit,2539M1_P0,Freeway MVT on Calder Fwy WB to Western Ring Rd SB Connector (before split),Failed,,,VicRoads Production,
-37.728635,144.865022,Upper Limit,2539E_P0,Freeway MVT on Calder Fwy WB to Western Ring Rd SB Connector (before split),OK,8.46,1960.22,VicRoads Production,
-37.728631,144.864954,Upper Limit,2539E_P1,Freeway MVT on Calder Fwy WB to Western Ring Rd SB Connector (before split),OK,8.48,1965.39,VicRoads Production,
-37.734157,144.892157,Upper Limit,MMS 14501EBc,"Freeway MVT on Calder Fwy, Bulla Rd Off Ramp (ib), Buller Rd Exit EB between Calder Fwy Bulla Rd Off",Failed,,,VicRoads Production,
-37.734045,144.887491,Upper Limit,14519IB_L,"Freeway MVT on Calder Fwy, Bulla Rd Off Ramp (ib), Buller Rd Exit EB between Calder Fwy Bulla Rd Off",Failed,,,VicRoads Production,
-37.734285,144.889801,Upper Limit,14637IB_L_P0,"Freeway MVT on Calder Fwy, Bulla Rd Off Ramp (ib), Buller Rd Exit EB between Calder Fwy Bulla Rd Off",Failed,,,VicRoads Production,
-37.734291,144.889869,Upper Limit,14637IB_L_P1,"Freeway MVT on Calder Fwy, Bulla Rd Off Ramp (ib), Buller Rd Exit EB between Calder Fwy Bulla Rd Off",Failed,,,VicRoads Production,
-37.797853,144.76509,Upper Limit,14486IB_P0,Freeway MVT on Deer Park Byp EB between Deer Park Byp Off Ramp 3 & Deer Park Byp Off Ramp,OK,11.71,2741.12,VicRoads Production,
-37.797859,144.765159,Upper Limit,14486IB_P1,Freeway MVT on Deer Park Byp EB between Deer Park Byp Off Ramp 3 & Deer Park Byp Off Ramp,OK,11.12,2563.38,VicRoads Production,
-37.798245,144.770074,Upper Limit,14487IB_P0,Freeway MVT on Deer Park Byp EB between Deer Park Byp Off Ramp 3 & Deer Park Byp Off Ramp,OK,10.45,2806.83,VicRoads Production,
-37.79825,144.770142,Upper Limit,14487IB_P1,Freeway MVT on Deer Park Byp EB between Deer Park Byp Off Ramp 3 & Deer Park Byp Off Ramp,OK,10.53,2807.48,VicRoads Production,
-37.798715,144.775962,Upper Limit,14488IB_P0,Freeway MVT on Deer Park Byp EB between Deer Park Byp Off Ramp 3 & Deer Park Byp Off Ramp,OK,10.90,2967.50,VicRoads Production,
-37.798721,144.77603,Upper Limit,14488IB_P1,Freeway MVT on Deer Park Byp EB between Deer Park Byp Off Ramp 3 & Deer Park Byp Off Ramp,OK,10.93,2972.03,VicRoads Production,
-37.773585,144.746339,Upper Limit,14481IB_P0,Freeway MVT on Deer Park Byp SB between Deer Park Byp On Ramp Deer Park Byp 2 & Deer Park Byp On Ram,Failed,,,VicRoads Production,
-37.773639,144.746347,Upper Limit,14481IB_P1,Freeway MVT on Deer Park Byp SB between Deer Park Byp On Ramp Deer Park Byp 2 & Deer Park Byp On Ram,Failed,,,VicRoads Production,
-37.77769,144.747008,Upper Limit,14523IB_P0,Freeway MVT on Deer Park Byp SB between Deer Park Byp On Ramp Deer Park Byp 2 & Deer Park Byp On Ram,Fault,8.37,2259.98,VicRoads Production,
